symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2022-05-03 00:00:00+00:00,2362.59,2386.0,2332.54,2335.3,1060787,117.2429082431,118.4046233447,115.7516848853,115.8886491605,21215740,0.0,1.0
GOOG,2022-05-04 00:00:00+00:00,2451.5,2462.86,2314.77,2360.07,1656826,121.6550436419,122.2187806583,114.8698533024,117.1178539049,33136520,0.0,1.0
GOOG,2022-05-05 00:00:00+00:00,2334.93,2424.665,2303.65,2404.41,2154452,115.8702880076,120.3233638148,114.318026223,119.3182147595,43089040,0.0,1.0
GOOG,2022-05-06 00:00:00+00:00,2313.2,2349.97,2282.86,2310.38,1765474,114.7919424648,116.6166440576,113.2863279332,114.6520007054,35309480,0.0,1.0
GOOG,2022-05-09 00:00:00+00:00,2261.68,2311.2581,2251.03,2266.07,1726048,112.2352759959,114.6955761873,111.706772543,112.4531285929,34520960,0.0,1.0
GOOG,2022-05-10 00:00:00+00:00,2291.69,2333.82,2267.6657,2320.81,1557889,113.7245143641,115.8152045492,112.5323147863,115.1695867161,31157780,0.0,1.0
GOOG,2022-05-11 00:00:00+00:00,2279.22,2333.42,2273.0,2274.21,1825082,113.1056938892,115.7953546542,112.7970280228,112.857073955,36501640,0.0,1.0
GOOG,2022-05-12 00:00:00+00:00,2263.22,2297.13,2202.27,2238.76,2073244,112.3116980914,113.9944729354,109.2870703493,111.0978770156,41464880,0.0,1.0
GOOG,2022-05-13 00:00:00+00:00,2330.31,2361.7,2280.0,2296.91,1486878,115.641021721,117.1987422268,113.1444011844,113.9835554932,29737560,0.0,1.0
GOOG,2022-05-16 00:00:00+00:00,2295.85,2332.15,2286.7,2307.68,1164119,113.9309532715,115.7323312378,113.4768869247,114.5180139145,23282380,0.0,1.0
GOOG,2022-05-17 00:00:00+00:00,2334.03,2344.55,2306.75,2344.55,1078804,115.825625744,116.3476779811,114.4718629088,116.3476779811,21576080,0.0,1.0
GOOG,2022-05-18 00:00:00+00:00,2248.02,2313.9134,2242.84,2304.75,1399138,111.5574020835,114.8273447524,111.300345944,114.3726134341,27982760,0.0,1.0
GOOG,2022-05-19 00:00:00+00:00,2214.91,2271.75,2209.36,2236.82,1459587,109.9143270295,112.7349971011,109.6389097371,111.0016050251,29191740,0.0,1.0
GOOG,2022-05-20 00:00:00+00:00,2186.26,2251.0,2127.46,2241.71,1879301,108.4925783041,111.7052838009,105.5746437472,111.2442699908,37586020,0.0,1.0
GOOG,2022-05-23 00:00:00+00:00,2233.33,2240.11,2183.085,2202.08,1577911,110.8284146917,111.164870411,108.335019763,109.2776416492,31558220,0.0,1.0
GOOG,2022-05-24 00:00:00+00:00,2118.52,2127.9,2044.16,2127.55,3019319,105.1309985952,105.5964786317,101.440903125,105.5791099736,60386380,0.0,1.0
GOOG,2022-05-25 00:00:00+00:00,2116.79,2130.8938,2084.225,2102.84,1894967,105.0451477996,105.7450451704,103.4291182274,104.3528827134,37899340,0.0,1.0
GOOG,2022-05-26 00:00:00+00:00,2165.92,2179.105,2109.76,2121.01,1514374,107.4832111462,108.1375133083,104.6962858959,105.2545641913,30287480,0.0,1.0
GOOG,2022-05-27 00:00:00+00:00,2255.98,2257.36,2191.0,2195.77,1496221,111.9524149929,112.0208971305,108.7277995592,108.9645095564,29924420,0.0,1.0
GOOG,2022-05-31 00:00:00+00:00,2280.78,2328.67,2251.45,2261.58,2565096,113.1831084795,115.5596371518,111.7276149327,112.2303135222,51301920,0.0,1.0
GOOG,2022-06-01 00:00:00+00:00,2282.74,2347.98,2271.01,2298.63,1431464,113.2803729647,116.5178908302,112.6982747955,114.0689100414,28629280,0.0,1.0
GOOG,2022-06-02 00:00:00+00:00,2354.92,2357.96,2266.16,2283.76,1374770,116.8622865075,117.0131457091,112.4575948193,113.3309901968,27495400,0.0,1.0
GOOG,2022-06-03 00:00:00+00:00,2291.28,2327.29,2273.36,2319.85,1247604,113.7041682218,115.4911550142,112.8148929283,115.1219469682,24952080,0.0,1.0
GOOG,2022-06-06 00:00:00+00:00,2340.21,2387.9696,2330.5658,2334.85,1189336,116.1323066209,118.5023642274,115.6537157288,115.8663180286,23786720,0.0,1.0
GOOG,2022-06-07 00:00:00+00:00,2344.59,2354.9725,2302.5101,2312.96,1320677,116.3496629705,116.8648918062,114.2614589848,114.7800325278,26413540,0.0,1.0
GOOG,2022-06-08 00:00:00+00:00,2344.76,2372.92,2333.935,2337.53,1127213,116.3580991759,117.75553178,115.820911394,115.9993123248,22544260,0.0,1.0
GOOG,2022-06-09 00:00:00+00:00,2298.36,2367.0,2297.34,2326.83,1157080,114.0555113623,117.4617533348,114.0048941302,115.468327635,23141600,0.0,1.0
GOOG,2022-06-10 00:00:00+00:00,2228.55,2269.94,2217.22,2255.625,1567487,110.5912084471,112.6451763265,110.0289601728,111.9347982112,31349740,0.0,1.0
GOOG,2022-06-13 00:00:00+00:00,2137.53,2184.37,2131.7611,2148.92,1837810,106.0743648525,108.3987875505,105.7880847051,106.639590611,36756200,0.0,1.0
GOOG,2022-06-14 00:00:00+00:00,2143.88,2169.15,2127.04,2137.8,1274047,106.3894819347,107.6434990478,105.5538013575,106.0877635316,25480940,0.0,1.0
GOOG,2022-06-15 00:00:00+00:00,2207.81,2241.26,2162.375,2177.99,1659601,109.5619913942,111.221938859,107.3072914522,108.0821817261,33192020,0.0,1.0
GOOG,2022-06-16 00:00:00+00:00,2132.72,2185.81,2115.8501,2162.99,1765662,105.8356698658,108.4702471723,104.9985055089,107.3378106657,35313240,0.0,1.0
GOOG,2022-06-17 00:00:00+00:00,2157.31,2184.99,2112.5706,2130.7,2175833,107.0559421575,108.4295548876,104.8357611828,105.7354278963,43516660,0.0,1.0
GOOG,2022-06-21 00:00:00+00:00,2240.3,2253.46,2185.87,2194.04,1950514,111.1742991111,111.8273606548,108.4732246565,108.8786587608,39010280,0.0,1.0
GOOG,2022-06-22 00:00:00+00:00,2240.68,2275.39,2214.4857,2223.26,1196086,111.1931565113,112.9156311451,109.8932712534,110.3286935865,23921720,0.0,1.0
GOOG,2022-06-23 00:00:00+00:00,2253.69,2263.93,2220.58,2259.0,1235486,111.8387743444,112.346931655,110.1956992903,112.1022816998,24709720,0.0,1.0
GOOG,2022-06-24 00:00:00+00:00,2370.76,2372.75,2272.06,2272.06,1956138,117.6483423473,117.7470955747,112.7503807697,112.7503807697,39122760,0.0,1.0
GOOG,2022-06-27 00:00:00+00:00,2332.45,2385.0,2320.015,2378.7,1641965,115.747218659,118.3549986073,115.1301350499,118.042362762,32839300,0.0,1.0
GOOG,2022-06-28 00:00:00+00:00,2251.43,2357.13,2248.88,2327.02,1415811,111.7266224379,116.9719571771,111.6000793577,115.4777563351,28316220,0.0,1.0
GOOG,2022-06-29 00:00:00+00:00,2245.13,2273.29,2231.0801,2242.97,931393,111.4139865926,112.8114191967,110.7167639951,111.3067971599,18627860,0.0,1.0
GOOG,2022-06-30 00:00:00+00:00,2187.45,2226.596,2146.2,2209.99,1902302,108.5516317416,110.4942417103,106.5046113254,109.6701733217,38046040,0.0,1.0
GOOG,2022-07-01 00:00:00+00:00,2181.62,2196.1273,2142.1,2166.74,1551394,108.2623195227,108.9822404751,106.3011499022,107.5239034308,31027880,0.0,1.0
GOOG,2022-07-05 00:00:00+00:00,2277.74,2281.0516,2124.9901,2150.29,1821469,113.0322492779,113.1965865582,105.4520756084,106.7075765012,36429380,0.0,1.0
GOOG,2022-07-06 00:00:00+00:00,2304.27,2327.04,2245.01,2281.84,1442634,114.3487935601,115.4787488299,111.4080316241,113.2357107011,28852680,0.0,1.0
GOOG,2022-07-07 00:00:00+00:00,2386.12,2397.2399,2310.68,2320.16,1609197,118.4105783132,118.9624004302,114.6668881266,115.1373306368,32183940,0.0,1.0
GOOG,2022-07-08 00:00:00+00:00,2403.37,2408.7,2350.28,2351.0,1454110,119.2666050327,119.5311048828,116.6320277261,116.667757537,29082200,0.0,1.0
GOOG,2022-07-11 00:00:00+00:00,2330.45,2375.89,2324.69,2373.0,1341523,115.6479691843,117.90291725,115.3621306971,117.759501759,26830460,0.0,1.0
GOOG,2022-07-12 00:00:00+00:00,2296.99,2356.9899,2292.3001,2336.77,1248508,113.9875254721,116.9650047514,113.7547904164,115.9615975244,24970160,0.0,1.0
GOOG,2022-07-13 00:00:00+00:00,2243.74,2303.1399,2236.46,2252.78,1947943,111.3450082076,114.2927126444,110.9837401196,111.7936158334,38958860,0.0,1.0
GOOG,2022-07-14 00:00:00+00:00,2228.8,2239.75,2186.51,2216.52,1618277,110.6036146315,111.1470055056,108.5049844884,109.9942228567,32365540,0.0,1.0
GOOG,2022-07-15 00:00:00+00:00,2255.34,2280.01,2236.45,2259.26,1716538,111.920655161,113.1448974317,110.9832438723,112.1151841315,34330760,0.0,1.0
GOOG,2022-07-18 00:00:00+00:00,109.91,114.8,109.3,113.44,33247345,109.0850976682,113.9383969822,108.4796758724,112.5886041259,33247345,0.0,20.0
GOOG,2022-07-19 00:00:00+00:00,114.62,114.81,110.5,111.73,30992331,113.7597479276,113.9483219296,109.6706695691,110.8914381082,30992331,0.0,1.0
GOOG,2022-07-20 00:00:00+00:00,114.7,116.33,113.26,114.06,26780088,113.8391475074,115.4569139454,112.4099550714,113.2039508692,26780088,0.0,1.0
GOOG,2022-07-21 00:00:00+00:00,115.04,115.21,111.91,115.09,27267848,114.1765957215,114.3453198285,111.0700871627,114.2262204588,27267848,0.0,1.0
GOOG,2022-07-22 00:00:00+00:00,108.36,113.18,107.6,111.81,44455304,107.54673081,112.3305554916,106.7924348021,110.9708376879,44455304,0.0,1.0
GOOG,2022-07-25 00:00:00+00:00,108.21,110.58,107.01,108.88,28289942,107.3978565979,109.7500691488,106.2068629012,108.0628280785,28289942,0.0,1.0
GOOG,2022-07-26 00:00:00+00:00,105.44,107.74,104.76,107.43,36626630,104.6486461481,106.9313840667,103.9737497199,106.6237106951,36626630,0.0,1.0
GOOG,2022-07-27 00:00:00+00:00,113.6,114.4,108.42,109.6,41474618,112.7474032855,113.5413990833,107.6062804948,108.7774242965,41474618,0.0,1.0
GOOG,2022-07-28 00:00:00+00:00,114.59,114.7,111.851,112.8,23303844,113.7299730852,113.8391475074,111.0115299726,111.9534074877,23303844,0.0,1.0
GOOG,2022-07-29 00:00:00+00:00,116.64,116.9,113.23,113.4,31336183,115.7645873171,116.0226359513,112.380180229,112.548904336,31336183,0.0,1.0
GOOG,2022-08-01 00:00:00+00:00,115.48,117.12,114.69,115.53,22856202,114.6132934103,116.2409847957,113.82922256,114.6629181476,22856202,0.0,1.0
GOOG,2022-08-02 00:00:00+00:00,115.9,117.08,114.26,114.43,17911039,115.0301412041,116.2012850058,113.4024498186,113.5711739257,17911039,0.0,1.0
GOOG,2022-08-03 00:00:00+00:00,118.78,119.42,116.15,116.34,25302816,117.8885260761,118.5237227144,115.2782648909,115.4668388929,25302816,0.0,1.0
GOOG,2022-08-04 00:00:00+00:00,118.87,119.5,117.71,118.3,15757698,117.9778506034,118.6031222941,116.8265566966,117.4121285975,15757698,0.0,1.0
GOOG,2022-08-05 00:00:00+00:00,118.22,118.86,116.71,116.93,15615663,117.3327290177,117.9679256559,115.8340619494,116.0524107938,15615663,0.0,1.0
GOOG,2022-08-08 00:00:00+00:00,118.14,120.86,117.83,119.12,17061112,117.2533294379,119.9529151504,116.9456560663,118.2259742902,17061112,0.0,1.0
GOOG,2022-08-09 00:00:00+00:00,117.5,118.2,116.56,117.99,15424257,116.6181327997,117.3128791227,115.6851877373,117.1044552258,15424257,0.0,1.0
GOOG,2022-08-10 00:00:00+00:00,120.65,121.78,119.36,119.59,20497021,119.7444912535,120.8660103178,118.4641730295,118.6924468214,20497021,0.0,1.0
GOOG,2022-08-11 00:00:00+00:00,119.82,122.3402,119.55,122.08,16671627,118.9207206133,121.4220058752,118.6527470315,121.163758742,16671627,0.0,1.0
GOOG,2022-08-12 00:00:00+00:00,122.65,122.65,120.4001,121.16,16121087,121.7294807479,121.7294807479,119.4964668161,120.2506635745,16121087,0.0,1.0
GOOG,2022-08-15 00:00:00+00:00,122.88,123.26,121.57,122.21,15524951,121.9577545398,122.3349025437,120.6575864209,121.2927830591,15524951,0.0,1.0
GOOG,2022-08-16 00:00:00+00:00,122.51,123.2276,121.535,122.32,15626171,121.5905314833,122.3027457139,120.6228491048,121.4019574813,15626171,0.0,1.0
GOOG,2022-08-17 00:00:00+00:00,120.32,122.15,120.2,120.93,17589157,119.4169679869,121.2332333743,119.2978686172,120.0223897827,17589157,0.0,1.0
GOOG,2022-08-18 00:00:00+00:00,120.86,121.69,119.5502,120.23,15652029,119.9529151504,120.7766857906,118.6529455304,119.3276434596,15652029,0.0,1.0
GOOG,2022-08-19 00:00:00+00:00,118.12,120.0,117.67,119.87,20186983,117.233479543,119.0993696678,116.7868569067,118.9703453506,20186983,0.0,1.0
GOOG,2022-08-22 00:00:00+00:00,115.07,116.5,114.67,116.1,19316024,114.2063705639,115.6256380524,113.809372665,115.2286401536,19316024,0.0,1.0
GOOG,2022-08-23 00:00:00+00:00,114.77,115.93,114.3,114.32,14390691,113.9086221397,115.0599160465,113.4421496085,113.4619995035,14390691,0.0,1.0
GOOG,2022-08-24 00:00:00+00:00,114.7,115.7171,113.78,114.45,16051174,113.8391475074,114.8486139148,112.92605234,113.5910238206,16051174,0.0,1.0
GOOG,2022-08-25 00:00:00+00:00,117.7,117.78,115.05,115.15,14874666,116.8166317491,116.8960313289,114.186520669,114.2857701437,14874666,0.0,1.0
GOOG,2022-08-26 00:00:00+00:00,111.3,116.6,111.22,115.81,31698668,110.4646653668,115.7248875272,110.3852657871,114.9408166769,31698668,0.0,1.0
GOOG,2022-08-29 00:00:00+00:00,110.34,111.96,109.81,110.78,20347494,109.5118704095,111.1197119,108.9858481935,109.9485680983,20347494,0.0,1.0
GOOG,2022-08-30 00:00:00+00:00,109.91,111.37,108.8,111.03,20548202,109.0850976682,110.5341399991,107.9834284988,110.1966917851,20548202,0.0,1.0
GOOG,2022-08-31 00:00:00+00:00,109.15,111.77,109.05,111.63,25897978,108.3308016603,110.931137898,108.2315521856,110.7921886334,25897978,0.0,1.0
GOOG,2022-09-01 00:00:00+00:00,110.55,111.22,108.19,109.2,22784385,109.7202943064,110.3852657871,107.378006703,108.3804263977,22784385,0.0,1.0
GOOG,2022-09-02 00:00:00+00:00,108.68,111.675,108.13,111.34,20618080,107.8643291291,110.8368508971,107.3184570181,110.5043651567,20618080,0.0,1.0
GOOG,2022-09-06 00:00:00+00:00,107.48,108.88,106.51,108.135,20529528,106.6733354324,108.0628280785,105.7106155276,107.3234194919,20529528,0.0,1.0
GOOG,2022-09-07 00:00:00+00:00,110.48,110.99,107.615,107.76,22987178,109.6508196741,110.1569919952,106.8073222233,106.9512339616,22987178,0.0,1.0
GOOG,2022-09-08 00:00:00+00:00,109.42,110.58,108.06,109.18,21660654,108.598775242,109.7500691488,107.2489823858,108.3605765027,21660654,0.0,1.0
GOOG,2022-09-09 00:00:00+00:00,111.78,112.0,110.0,110.05,21745034,110.9410628455,111.1594116899,109.1744221954,109.2240469328,21745034,0.0,1.0
GOOG,2022-09-12 00:00:00+00:00,111.87,112.64,110.93,111.99,19732905,111.0303873728,111.7946083281,110.0974423104,111.1494867424,19732905,0.0,1.0
GOOG,2022-09-13 00:00:00+00:00,105.31,109.37,105.0,108.89,33014991,104.5196218309,108.5491505047,104.2119484593,108.072753026,33014991,0.0,1.0
GOOG,2022-09-14 00:00:00+00:00,105.87,106.1,104.5,105.44,22115805,105.0754188894,105.3036926812,103.7157010857,104.6486461481,22115805,0.0,1.0
GOOG,2022-09-15 00:00:00+00:00,103.9,106.21,103.31,105.01,26494933,103.1202042373,105.4128671034,102.5346323365,104.2218734068,26494933,0.0,1.0
GOOG,2022-09-16 00:00:00+00:00,103.63,104.03,101.855,102.97,64540115,102.8522306556,103.2492285545,101.0905524792,102.1971841224,64540115,0.0,1.0
GOOG,2022-09-19 00:00:00+00:00,103.85,104.02,102.37,102.54,19738603,103.0705795,103.239303607,101.6016872741,101.7704113811,19738603,0.0,1.0
GOOG,2022-09-20 00:00:00+00:00,101.83,103.17,101.12,102.88,24001668,101.0657401106,102.3956830719,100.36106884,102.1078595952,24001668,0.0,1.0
GOOG,2022-09-21 00:00:00+00:00,100.01,103.49,99.99,102.24,26596757,99.2593996706,102.713281391,99.2395497757,101.4726629569,26596757,0.0,1.0
GOOG,2022-09-22 00:00:00+00:00,100.57,101.68,99.41,99.45,21145595,99.815196729,100.9168658985,98.6639028223,98.7036026122,21145595,0.0,1.0
GOOG,2022-09-23 00:00:00+00:00,99.17,100.11,98.01,100.06,25656959,98.4257040829,99.3586491453,97.2744101761,99.309024408,25656959,0.0,1.0
GOOG,2022-09-26 00:00:00+00:00,98.81,100.44,98.38,98.61,22437938,98.0684059739,99.6861724119,97.6416332326,97.8699070245,22437938,0.0,1.0
GOOG,2022-09-27 00:00:00+00:00,98.09,100.46,97.34,99.91,24224988,97.3538097559,99.7060223069,96.6094386955,99.1601501959,24224988,0.0,1.0
GOOG,2022-09-28 00:00:00+00:00,100.74,101.4,97.8,98.02,24616999,99.9839208361,100.6389673693,97.0659862792,97.2843351236,24616999,0.0,1.0
GOOG,2022-09-29 00:00:00+00:00,98.09,99.3,96.52,99.3,21921520,97.3538097559,98.5547284001,95.7955930028,98.5547284001,21921520,0.0,1.0
GOOG,2022-09-30 00:00:00+00:00,96.15,99.494,96.03,97.73,26277832,95.4283699463,98.747272381,95.3092705766,96.9965116469,26277832,0.0,1.0
GOOG,2022-10-03 00:00:00+00:00,99.3,99.97,97.02,97.22,24840028,98.5547284001,99.2196998807,96.2918403764,96.4903393258,24840028,0.0,1.0
GOOG,2022-10-04 00:00:00+00:00,102.41,102.72,101.04,101.04,22580931,101.641387064,101.9490604356,100.2816692602,100.2816692602,22580931,0.0,1.0
GOOG,2022-10-05 00:00:00+00:00,102.22,102.74,99.74,100.69,18475515,101.452813062,101.9689103305,98.9914260888,99.9342960987,18475515,0.0,1.0
GOOG,2022-10-06 00:00:00+00:00,102.24,103.73,101.5,101.5,17156240,101.4726629569,102.9514801303,100.738216844,100.738216844,17156240,0.0,1.0
GOOG,2022-10-07 00:00:00+00:00,99.57,101.42,99.21,100.65,24249910,98.8227019818,100.6588172642,98.4654038728,99.8945963088,24249910,0.0,1.0
GOOG,2022-10-10 00:00:00+00:00,98.71,99.99,97.87,99.85,16529897,97.9691564992,99.2395497757,97.1354609115,99.100600511,16529897,0.0,1.0
GOOG,2022-10-11 00:00:00+00:00,98.05,100.12,97.25,98.25,21617727,97.314109966,99.3685740928,96.5201141682,97.5126089155,21617727,0.0,1.0
GOOG,2022-10-12 00:00:00+00:00,98.3,99.6476,97.67,98.27,17343431,97.5622336528,98.8997195742,96.9369619621,97.5324588104,17343431,0.0,1.0
GOOG,2022-10-13 00:00:00+00:00,99.71,100.53,95.27,95.93,32812220,98.9616512464,99.7754969392,94.5549745687,95.2100211019,32812220,0.0,1.0
GOOG,2022-10-14 00:00:00+00:00,97.18,101.29,97.03,100.625,22624832,96.4506395359,100.5297929471,96.3017653239,99.8697839401,22624832,0.0,1.0
GOOG,2022-10-17 00:00:00+00:00,100.78,101.77,99.51,99.52,23311604,100.023620626,101.0061904257,98.763152297,98.7730772445,23311604,0.0,1.0
GOOG,2022-10-18 00:00:00+00:00,101.39,104.22,100.65,103.94,21610541,100.6290424218,103.4378025564,99.8945963088,103.1599040272,21610541,0.0,1.0
GOOG,2022-10-19 00:00:00+00:00,100.29,101.6592,99.635,100.7,21573686,99.5372981998,100.8962220077,98.8872141404,99.9442210462,21573686,0.0,1.0
GOOG,2022-10-20 00:00:00+00:00,100.53,103.0,99.97,100.82,25125082,99.7754969392,102.2269589648,99.2196998807,100.0633204159,25125082,0.0,1.0
GOOG,2022-10-21 00:00:00+00:00,101.48,101.62,98.23,98.46,28988727,100.718366949,100.8573162136,97.4927590205,97.7210328124,28988727,0.0,1.0
GOOG,2022-10-24 00:00:00+00:00,102.97,103.1,100.3,102.09,24680831,102.1971841224,102.3262084395,99.5472231473,101.3237887448,24680831,0.0,1.0
GOOG,2022-10-25 00:00:00+00:00,104.93,105.0999,103.02,103.3,29910170,104.142473827,104.3110986845,102.2468088598,102.524707389,29910170,0.0,1.0
GOOG,2022-10-26 00:00:00+00:00,94.82,98.54,94.57,96.76,71671814,94.1083519325,97.8004323922,93.8602282457,96.0337917421,71671814,0.0,1.0
GOOG,2022-10-27 00:00:00+00:00,92.6,95.17,91.9,94.31,54036485,91.9050135936,94.455725094,91.2102672706,93.6021796114,54036485,0.0,1.0
GOOG,2022-10-28 00:00:00+00:00,96.58,96.86,92.3225,92.53,35696925,95.8551426876,96.1330412168,91.6295963013,91.8355389613,35696925,0.0,1.0
GOOG,2022-10-31 00:00:00+00:00,94.66,96.35,94.38,95.78,29868714,93.9495527729,95.6268688957,93.6716542437,95.0611468898,29868714,0.0,1.0
GOOG,2022-11-01 00:00:00+00:00,90.5,96.165,90.43,95.59,43220599,89.8207746244,95.4432573675,89.7512999921,94.8725728878,43220599,0.0,1.0
GOOG,2022-11-02 00:00:00+00:00,87.07,91.3,87.01,90.91,43553551,86.4165176414,90.6147704222,86.3569679566,90.2276974708,43553551,0.0,1.0
GOOG,2022-11-03 00:00:00+00:00,83.49,86.55,83.45,86.345,48510364,82.8633864463,85.9004203729,82.8236866565,85.6969589497,48510364,0.0,1.0
GOOG,2022-11-04 00:00:00+00:00,86.7,86.73,83.88,85.51,40173284,86.049294585,86.0790694274,83.2504593978,84.8682258357,40173284,0.0,1.0
GOOG,2022-11-07 00:00:00+00:00,88.65,88.94,86.96,87.34,26899879,87.9846593421,88.2724828188,86.3073432192,86.6844912232,26899879,0.0,1.0
GOOG,2022-11-08 00:00:00+00:00,88.91,90.405,87.65,89.16,30172001,88.2427079763,89.7264876234,86.9921645948,88.4908316631,30172001,0.0,1.0
GOOG,2022-11-09 00:00:00+00:00,87.4,89.49,87.3599,88.545,26743883,86.744040908,88.8183549297,86.7042418686,87.8804473936,26743883,0.0,1.0
GOOG,2022-11-10 00:00:00+00:00,94.17,94.55,91.65,92.34,42371216,93.4632303468,93.8403783507,90.9621435837,91.6469649593,42371216,0.0,1.0
GOOG,2022-11-11 00:00:00+00:00,96.73,97.36,94.16,94.71,30569112,96.0040168997,96.6292885904,93.4533053993,93.9991775103,30569112,0.0,1.0
GOOG,2022-11-14 00:00:00+00:00,96.03,97.18,95.1125,95.5,24170076,95.3092705766,96.4506395359,94.398656646,94.7832483606,24170076,0.0,1.0
GOOG,2022-11-15 00:00:00+00:00,98.72,100.42,97.02,98.67,31830969,97.9790814467,99.666322517,96.2918403764,97.9294567093,31830969,0.0,1.0
GOOG,2022-11-16 00:00:00+00:00,98.99,99.85,97.9015,98.02,24660195,98.2470550284,99.100600511,97.1667244961,97.2843351236,24660195,0.0,1.0
GOOG,2022-11-17 00:00:00+00:00,98.5,99.48,97.1,97.18,21818732,97.7607326023,98.7333774546,96.3712399562,96.4506395359,21818732,0.0,1.0
GOOG,2022-11-18 00:00:00+00:00,97.8,99.16,96.74,99.01,24969880,97.0659862792,98.4157791355,96.0139418472,98.2669049234,24969880,0.0,1.0
GOOG,2022-11-21 00:00:00+00:00,95.83,98.72,95.67,97.56,18696874,95.1107716272,97.9790814467,94.9519724676,96.8277875399,18696874,0.0,1.0
GOOG,2022-11-22 00:00:00+00:00,97.33,97.5475,94.41,96.16,18868850,96.599513748,96.8153813555,93.7014290861,95.4382948938,18868850,0.0,1.0
GOOG,2022-11-23 00:00:00+00:00,98.82,99.0685,97.34,97.34,17568859,98.0783309214,98.3249658661,96.6094386955,96.6094386955,17568859,0.0,1.0
GOOG,2022-11-25 00:00:00+00:00,97.6,98.94,97.53,98.465,8567819,96.8674873298,98.1974302911,96.7980126975,97.7259952861,8567819,0.0,1.0
GOOG,2022-11-28 00:00:00+00:00,96.25,97.83,95.89,97.2,19981974,95.527619421,97.0957611216,95.170321312,96.4704894309,19981974,0.0,1.0
GOOG,2022-11-29 00:00:00+00:00,95.44,96.3901,94.39,96.0,20220007,94.7236986758,95.6666679351,93.6815791912,95.2794957342,20220007,0.0,1.0
GOOG,2022-11-30 00:00:00+00:00,101.45,101.45,94.67,95.12,39888074,100.6885921066,100.6885921066,93.9594777204,94.4061003566,39888074,0.0,1.0
GOOG,2022-12-01 00:00:00+00:00,101.28,102.59,100.67,101.4,21771536,100.5198679996,101.8200361185,99.9144462038,100.6389673693,21771536,0.0,1.0
GOOG,2022-12-02 00:00:00+00:00,100.83,101.15,99.17,99.37,18821527,100.0732453633,100.3908436824,98.4257040829,98.6242030324,18821527,0.0,1.0
GOOG,2022-12-05 00:00:00+00:00,99.87,101.7499,99.355,99.815,19955546,99.120450406,100.9862412813,98.6093156112,99.0658631949,19955546,0.0,1.0
GOOG,2022-12-06 00:00:00+00:00,97.31,100.21,96.7604,99.67,20877623,96.5796638531,99.45789862,96.03418874,98.9219514565,20877623,0.0,1.0
GOOG,2022-12-07 00:00:00+00:00,95.15,97.31,95.025,96.77,26647877,94.4358751991,96.5796638531,94.3118133557,96.0437166896,26647877,0.0,1.0
GOOG,2022-12-08 00:00:00+00:00,93.95,95.87,93.8,95.69,25593232,93.2448815024,95.1504714171,93.0960072903,94.9718223626,25593232,0.0,1.0
GOOG,2022-12-09 00:00:00+00:00,93.07,94.49,93.02,93.9,21885308,92.3714861248,93.7808286659,92.3218613875,93.195256765,21885308,0.0,1.0
GOOG,2022-12-12 00:00:00+00:00,93.56,93.8745,91.9,93.09,27380948,92.857808551,93.169948149,91.2102672706,92.3913360198,27380948,0.0,1.0
GOOG,2022-12-13 00:00:00+00:00,95.85,99.8,95.38,98.07,34788522,95.1306215221,99.0509757737,94.6641489909,97.333959861,34788522,0.0,1.0
GOOG,2022-12-14 00:00:00+00:00,95.31,97.22,93.94,95.54,26452939,94.5946743586,96.4903393258,93.2349565549,94.8229481505,26452939,0.0,1.0
GOOG,2022-12-15 00:00:00+00:00,91.2,94.03,90.43,93.54,28298756,90.5155209475,93.3242810822,89.7512999921,92.837958656,28298756,0.0,1.0
GOOG,2022-12-16 00:00:00+00:00,90.86,91.75,90.01,91.2,48485507,90.1780727334,91.0613930585,89.3344521983,90.5155209475,48485507,0.0,1.0
GOOG,2022-12-19 00:00:00+00:00,89.15,91.2,88.925,90.88,23020537,88.4809067157,90.5155209475,88.2575953975,90.1979226284,23020537,0.0,1.0
GOOG,2022-12-20 00:00:00+00:00,89.63,89.78,88.04,88.73,21976846,88.9573041943,89.1061784064,87.3792375462,88.0640589218,21976846,0.0,1.0
GOOG,2022-12-21 00:00:00+00:00,90.25,90.915,88.91,89.73,20336387,89.5726509376,90.2326599445,88.2427079763,89.0565536691,20336387,0.0,1.0
GOOG,2022-12-22 00:00:00+00:00,88.26,89.18,86.9401,88.93,23656066,87.5975863906,88.5106815581,86.2875925738,88.2625578713,23656066,0.0,1.0
GOOG,2022-12-23 00:00:00+00:00,89.81,90.1,87.62,87.62,17815010,89.1359532488,89.4237767255,86.9623897524,86.9623897524,17815010,0.0,1.0
GOOG,2022-12-27 00:00:00+00:00,87.93,89.5,87.535,89.31,15470870,87.270063124,88.8282798772,86.8780276989,88.6397058752,15470870,0.0,1.0
GOOG,2022-12-28 00:00:00+00:00,86.46,88.52,86.3701,87.5,17879567,85.8110958456,87.8556350249,85.7218705678,86.8432903827,17879567,0.0,1.0
GOOG,2022-12-29 00:00:00+00:00,88.95,89.365,86.99,87.03,18280660,88.2824077662,88.6942930863,86.3371180616,86.3768178515,18280660,0.0,1.0
